,Index,Date,Year,Month,Amount,Label,Account,Description,Category
1396,1396,6/01/2021,2021,06-Jun,16.8,Food & Dining,Checking,Venmo,Take-Out
1397,1397,4/01/2022,2022,04-Apr,-88.03,Groceries,Citi,Whole Foods,Groceries
1398,1398,7/01/2021,2021,07-Jul,40.07,Food & Dining,Citi,Liberty Bell Roast Beef & Seafood,Take-Out
1399,1399,6/01/2020,2020,06-Jun,-32.93,Food & Dining,Citi,TREMONTE PIZZERIA REST LOWELL MA,Take-Out
1400,1400,12/01/2020,2020,12-Dec,98.31,Food & Dining,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
1401,1401,11/01/2021,2021,11-Nov,-70.89,Coffee Shops,Citi,Dunkin Donuts,Coffee
1402,1402,5/01/2020,2020,05-May,-60.86,Food & Dining,Citi,TACO LUPITA LOWELL MA,Take-Out
1403,1403,4/01/2020,2020,04-Apr,89.24,Coffee Shops,Citi,Dunkin Donuts,Coffee
1404,1404,12/01/2020,2020,12-Dec,13.96,Books,Citi,Audible.com,Education
1405,1405,10/01/2020,2020,10-Oct,71.13,Food & Dining,Citi,TST* EGGROLL CAFE 978-970-3411 MA,Take-Out
1406,1406,8/01/2021,2021,08-Aug,-59.32,Food & Dining,Citi,GrubHub,Take-Out
1407,1407,5/01/2021,2021,05-May,53.66,Food & Dining,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
1408,1408,12/01/2021,2021,12-Dec,42.41,Music,Citi,Spotify,Entertainment
1409,1409,11/01/2022,2022,11-Nov,77.68,Income,Checking,COMMONWEALTH OF UM PAYROLL 190427 PPD,Income
1410,1410,8/01/2020,2020,08-Aug,61.01,Food & Dining,Citi,Chatime,Take-Out
1411,1411,1/01/2020,2020,01-Jan,30.14,Food & Dining,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
1412,1412,11/01/2021,2021,11-Nov,85.23,Credit Card Payment,Checking,CITI AUTOPAY PAYMENT 190501 WEB,Ignore
1413,1413,4/01/2021,2021,04-Apr,0.0,Credit Card Payment,Citi,CITIBANK CONDITIONAL CREDIT FOR DISPUTE,Ignore
1414,1414,9/01/2021,2021,09-Sep,-66.59,Electronics & Software,Citi,ADOBE *PR CREATIVE CLD 8008336687 CA,Personal Expenses
1415,1415,6/01/2020,2020,06-Jun,81.81,Credit Card Payment,Citi,AUTOPAY 000000000086338RAUTOPAY AUTO-payment,Ignore
1416,1416,7/01/2021,2021,07-Jul,45.26,Groceries,Citi,Wine & Spirits,Groceries
1417,1417,9/01/2020,2020,09-Sep,52.51,Business Services,Citi,LinkedIn,Personal Expenses
1418,1418,12/01/2022,2022,12-Dec,-0.77,Food & Dining,Citi,Liberty Bell Roast Beef,Take-Out
1419,1419,3/01/2020,2020,03-Mar,62.11,Food & Dining,Citi,Liberty Bell Roast Beef,Take-Out
1420,1420,7/01/2021,2021,07-Jul,69.88,Interest Income,STATEMENT SAVINGS,INTEREST PAID 04/01 THROUGH 04/30,Income
1421,1421,7/01/2020,2020,07-Jul,47.0,Shopping,Chase,Amazon,Personal Expenses
1422,1422,2/01/2020,2020,02-Feb,96.81,Restaurants,Citi,TST* EGGROLL CAFE 978-970-3411 MA,Take-Out
1423,1423,2/01/2022,2022,02-Feb,-61.72,Restaurants,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
1424,1424,11/01/2021,2021,11-Nov,-3.09,Restaurants,Citi,GRAMMARLY COOXBMTVO 8883186146 CA,Take-Out
1425,1425,5/01/2021,2021,05-May,-32.29,Food & Dining,Citi,GrubHub,Take-Out
1426,1426,3/01/2020,2020,03-Mar,78.06,Food & Dining,Citi,Chatime,Take-Out
1427,1427,5/01/2021,2021,05-May,23.63,Restaurants,Citi,TACO LUPITA LOWELL MA,Take-Out
1428,1428,9/01/2020,2020,09-Sep,-23.33,Restaurants,Citi,TST* EGGROLL CAFE 978-970-3411 MA,Take-Out
1429,1429,3/01/2021,2021,03-Mar,42.61,Books & Supplies,Citi,CHEGG ORDER 8558681054 CA,Education
1430,1430,3/01/2020,2020,03-Mar,-52.48,Food & Dining,Checking,Venmo,Take-Out
1431,1431,7/01/2021,2021,07-Jul,2.83,Shopping,Chase,Amazon,Personal Expenses
1432,1432,5/01/2020,2020,05-May,8.25,Restaurants,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
1433,1433,12/01/2021,2021,12-Dec,18.96,Coffee Shops,Citi,Dunkin Donuts,Coffee
1434,1434,1/01/2021,2021,01-Jan,-96.96,Income,Checking,COMMONWEALTH OF UM PAYROLL 190413 PPD,Income
1435,1435,10/01/2022,2022,10-Oct,64.5,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1436,1436,5/01/2021,2021,05-May,-82.45,Business Services,Citi,Liberty Bell Roast Beef & Seafood,Personal Expenses
1437,1437,11/01/2020,2020,11-Nov,25.1,Shopping,Chase,Amazon,Personal Expenses
1438,1438,4/01/2021,2021,04-Apr,-2.69,Shopping,Chase,Amazon,Personal Expenses
1439,1439,10/01/2022,2022,10-Oct,76.11,Shopping,Chase,Amazon,Personal Expenses
1440,1440,6/01/2020,2020,06-Jun,3.53,Shopping,Chase,Amazon,Personal Expenses
1441,1441,1/01/2022,2022,01-Jan,-72.84,Shopping,Chase,Amazon,Personal Expenses
1442,1442,9/01/2020,2020,09-Sep,-80.58,Fast Food,Citi,319PEPSIVEN9147678600 WILMINGTON MA,Take-Out
1443,1443,10/01/2020,2020,10-Oct,29.42,Restaurants,Citi,TACO LUPITA LOWELL MA,Take-Out
1444,1444,4/01/2021,2021,04-Apr,-18.19,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1445,1445,4/01/2022,2022,04-Apr,51.43,Income,Checking,VENMO CASHOUT PPD,Income
1446,1446,5/01/2022,2022,05-May,-18.26,Groceries,Citi,New Deal Fruit,Groceries
1447,1447,11/01/2021,2021,11-Nov,46.76,Clothing,Citi,MUJI NEWBURY 617502117 BOSTON MA,Clothing
1448,1448,3/01/2022,2022,03-Mar,86.54,Public Transportation,Citi,MBTA OAK GROVE MALDEN MA,Car
1449,1449,8/01/2022,2022,08-Aug,-32.6,Arts,Citi,UTRECHT ART 8004471892 BOSTON MA,Entertainment
1450,1450,8/01/2022,2022,08-Aug,-29.52,Business Services,Citi,Liberty Bell Roast Beef & Seafood,Personal Expenses
1451,1451,6/01/2021,2021,06-Jun,-49.96,Arts,Citi,UTRECHT ART 8004471892 BOSTON MA,Entertainment
1452,1452,6/01/2021,2021,06-Jun,-73.28,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1453,1453,12/01/2020,2020,12-Dec,-13.86,Restaurants,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
1454,1454,7/01/2021,2021,07-Jul,66.28,Restaurants,Citi,TST* EGGROLL CAFE LOWELL MA,Take-Out
1455,1455,12/01/2020,2020,12-Dec,-6.61,Food & Dining,Citi,Aramark,Take-Out
1456,1456,7/01/2020,2020,07-Jul,69.78,Shopping,Chase,Amazon,Personal Expenses
1457,1457,3/01/2021,2021,03-Mar,-6.15,Shopping,Chase,Amazon,Personal Expenses
1458,1458,12/01/2022,2022,12-Dec,24.03,Restaurants,Citi,TACO LUPITA LOWELL MA,Take-Out
1459,1459,8/01/2020,2020,08-Aug,-85.67,Hair,Citi,Prestige,Personal Care
1460,1460,7/01/2021,2021,07-Jul,63.42,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1461,1461,1/01/2022,2022,01-Jan,-24.43,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1462,1462,10/01/2022,2022,10-Oct,57.91,Food & Dining,Checking,Venmo,Take-Out
1463,1463,7/01/2021,2021,07-Jul,7.22,Food & Dining,Checking,Venmo,Take-Out
1464,1464,10/01/2022,2022,10-Oct,66.69,Restaurants,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
1465,1465,8/01/2020,2020,08-Aug,78.71,Books,Citi,Audible.com,Education
1466,1466,2/01/2021,2021,02-Feb,-97.58,Coffee Shops,Citi,Dunkin Donuts,Coffee
1467,1467,9/01/2021,2021,09-Sep,-16.06,Groceries,Citi,Wine & Spirits,Groceries
1468,1468,7/01/2022,2022,07-Jul,42.63,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1469,1469,8/01/2022,2022,08-Aug,8.22,Restaurants,Citi,TREMONTE PIZZERIA REST LOWELL MA,Take-Out
1470,1470,8/01/2022,2022,08-Aug,90.09,Coffee Shops,Citi,Dunkin Donuts,Coffee
1471,1471,4/01/2020,2020,04-Apr,1.04,Income,Checking,COMMONWEALTH OF UM PAYROLL 190330 PPD,Income
1472,1472,6/01/2022,2022,06-Jun,55.67,Transfer,Checking,INST XFER 190404 WEB,Ignore
1473,1473,5/01/2021,2021,05-May,-43.68,Shopping,Chase,Amazon,Personal Expenses
1474,1474,1/01/2022,2022,01-Jan,-97.64,Music,Citi,Spotify,Entertainment
1475,1475,3/01/2020,2020,03-Mar,99.59,Restaurants,Citi,TACO LUPITA LOWELL MA,Take-Out
1476,1476,10/01/2020,2020,10-Oct,7.35,Uncategorized,Checking,PAYPAL TRANSFER 190403 PPD,Uncategorized
1477,1477,7/01/2022,2022,07-Jul,2.25,Restaurants,Citi,TACO LUPITA LOWELL MA,Take-Out
1478,1478,4/01/2020,2020,04-Apr,-19.66,Restaurants,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
1479,1479,10/01/2022,2022,10-Oct,-89.61,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1480,1480,6/01/2021,2021,06-Jun,8.89,Food & Dining,Checking,Venmo,Take-Out
1481,1481,11/01/2021,2021,11-Nov,-53.48,Credit Card Payment,Checking,CITI AUTOPAY PAYMENT 190401 WEB,Ignore
1482,1482,1/01/2022,2022,01-Jan,27.86,Shopping,Chase,Amazon,Personal Expenses
1483,1483,6/01/2020,2020,06-Jun,10.28,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1484,1484,1/01/2022,2022,01-Jan,-78.34,Credit Card Payment,Citi,AUTOPAY 000000000086338RAUTOPAY AUTO-payment,Ignore
1485,1485,6/01/2021,2021,06-Jun,83.46,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1486,1486,9/01/2021,2021,09-Sep,-11.69,Restaurants,Citi,TST* EGGROLL CAFE LOWELL MA,Take-Out
1487,1487,9/01/2022,2022,09-Sep,14.79,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1488,1488,12/01/2020,2020,12-Dec,17.72,Parking,Citi,PAY*BEL AIRE TERRACE 850-423-6980 FL,Car
1489,1489,10/01/2022,2022,10-Oct,1.14,Shopping,Chase,Amazon,Personal Expenses
1490,1490,1/01/2020,2020,01-Jan,-23.73,Alcohol & Bars,Citi,BEERWORKS - LOWELL LOWELL MA,Alcohol
1491,1491,1/01/2020,2020,01-Jan,-65.48,Restaurants,Citi,TACO LUPITA LOWELL MA,Take-Out
1492,1492,1/01/2021,2021,01-Jan,-72.64,Business Services,Citi,LinkedIn,Personal Expenses
1493,1493,3/01/2020,2020,03-Mar,29.11,Interest Income,STATEMENT SAVINGS,INTEREST PAID 03/01 THROUGH 03/31,Income
1494,1494,3/01/2022,2022,03-Mar,-71.8,Income,Checking,VENMO CASHOUT PPD,Income
1495,1495,2/01/2022,2022,02-Feb,-58.77,Shopping,Chase,Amazon,Personal Expenses
1496,1496,5/01/2021,2021,05-May,13.75,Business Services,Citi,Liberty Bell Roast Beef & Seafood,Personal Expenses
1497,1497,7/01/2020,2020,07-Jul,1.38,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1498,1498,6/01/2020,2020,06-Jun,-39.0,Coffee Shops,Citi,Dunkin Donuts,Coffee
1499,1499,8/01/2020,2020,08-Aug,-92.01,Groceries,Citi,University Convenience Inc.,Groceries
1500,1500,11/01/2022,2022,11-Nov,72.98,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1501,1501,5/01/2021,2021,05-May,41.44,Parking,Citi,PAY*BEL AIRE TERRACE 850-423-6980 FL,Car
1502,1502,5/01/2021,2021,05-May,97.46,Credit Card Payment,Checking,CHASE CREDIT CRD EPAY 190325 WEB,Ignore
1503,1503,1/01/2020,2020,01-Jan,97.26,Credit Card Payment,Chase,Payment Thank You-Mobile,Ignore
1504,1504,8/01/2020,2020,08-Aug,41.21,Transfer,Checking,INST XFER 190324 WEB,Ignore
1505,1505,3/01/2022,2022,03-Mar,20.06,Transfer,Checking,INST XFER 190323 WEB,Ignore
1506,1506,12/01/2020,2020,12-Dec,-34.99,Shopping,Chase,Amazon,Personal Expenses
1507,1507,4/01/2021,2021,04-Apr,29.5,Pharmacy,Citi,Walgreens,Medical/Healthcare
1508,1508,10/01/2020,2020,10-Oct,-87.13,Restaurants,Citi,TST* EGGROLL CAFE LOWELL MA,Take-Out
1509,1509,3/01/2020,2020,03-Mar,38.4,Groceries,Citi,Whole Foods,Groceries
1510,1510,7/01/2020,2020,07-Jul,-35.02,Restaurants,Citi,EGYPTIAN GRILL LOWELL MA,Take-Out
1511,1511,5/01/2022,2022,05-May,29.44,Restaurants,Citi,TST* SUPPA S PIZZA & S LOWELL MA,Take-Out
1512,1512,10/01/2020,2020,10-Oct,4.64,Business Services,Citi,Liberty Bell Roast Beef & Seafood,Personal Expenses
1513,1513,12/01/2021,2021,12-Dec,95.41,Shopping,Chase,Amazon,Personal Expenses
1514,1514,5/01/2021,2021,05-May,59.31,Books & Supplies,Citi,CHEGG ORDER 8558681054 CA,Education
1515,1515,11/01/2020,2020,11-Nov,-0.85,Income,Checking,COMMONWEALTH OF UM PAYROLL 190316 PPD,Income
1516,1516,9/01/2021,2021,09-Sep,-11.87,Fast Food,Citi,Domino's Pizza,Take-Out
1517,1517,3/01/2022,2022,03-Mar,-35.57,Coffee Shops,Citi,Dunkin Donuts,Coffee
1518,1518,1/01/2020,2020,01-Jan,-54.19,Restaurants,Citi,TST* EGGROLL CAFE LOWELL MA,Take-Out
1519,1519,3/01/2021,2021,03-Mar,-18.49,Coffee Shops,Citi,Dunkin Donuts,Coffee
1520,1520,1/01/2020,2020,01-Jan,20.18,Restaurants,Citi,TACO LUPITA LOWELL MA,Take-Out
1521,1521,4/01/2021,2021,04-Apr,-58.63,Food & Dining,Citi,GrubHub,Take-Out
1522,1522,12/01/2020,2020,12-Dec,-27.42,Rental Car & Taxi,Citi,Uber.com,Vacation/Travel
1523,1523,8/01/2020,2020,08-Aug,-54.96,Food & Dining,Checking,Venmo,Take-Out
1524,1524,5/01/2020,2020,05-May,-35.47,Restaurants,Citi,EARL'S KITCHEN BAR BOSTON MA,Take-Out
1525,1525,7/01/2020,2020,07-Jul,8.63,Public Transportation,Citi,MBTA OAK GROVE MALDEN MA,Car
1526,1526,4/01/2021,2021,04-Apr,-13.04,Parking,Citi,Mbta Pay By,Car
1527,1527,4/01/2020,2020,04-Apr,-26.57,Alcohol & Bars,Citi,Biddy Early's,Alcohol
1528,1528,7/01/2020,2020,07-Jul,83.22,Food & Dining,Citi,GrubHub,Take-Out
1529,1529,11/01/2022,2022,11-Nov,75.67,Coffee Shops,Citi,Squ Thinking Cup,Coffee
1530,1530,5/01/2022,2022,05-May,26.32,Food & Dining,Citi,GrubHub,Take-Out
1531,1531,5/01/2021,2021,05-May,57.01,Food & Dining,Checking,Venmo,Take-Out
1532,1532,11/01/2022,2022,11-Nov,-75.1,Income,Checking,Venmo Cashout Ppd,Income
1533,1533,6/01/2020,2020,06-Jun,-10.31,Food & Dining,Citi,GrubHub,Take-Out
1534,1534,5/01/2022,2022,05-May,86.45,Alcohol & Bars,Citi,Liquor Junction,Alcohol
1535,1535,4/01/2022,2022,04-Apr,-43.04,Food & Dining,Citi,GrubHub,Take-Out
1536,1536,5/01/2020,2020,05-May,33.68,Alcohol & Bars,Citi,Squ Navigation Bre,Alcohol
1537,1537,8/01/2021,2021,08-Aug,79.62,Restaurants,Citi,Tst Eggroll Cafe,Take-Out
1538,1538,4/01/2021,2021,04-Apr,-76.59,Income,Checking,Commonwealth Um Payroll,Income
1539,1539,5/01/2022,2022,05-May,-79.04,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1540,1540,5/01/2020,2020,05-May,57.76,Restaurants,Citi,Tst Eggroll Cafe,Take-Out
1541,1541,6/01/2022,2022,06-Jun,-73.54,Books,Citi,Audible.com,Education
1542,1542,5/01/2020,2020,05-May,-8.47,Shopping,Chase,Amazon,Personal Expenses
1543,1543,7/01/2020,2020,07-Jul,96.06,Shopping,Chase,Amazon,Personal Expenses
1544,1544,5/01/2022,2022,05-May,-30.93,Restaurants,Citi,Tst Eggroll Cafe,Take-Out
1545,1545,9/01/2020,2020,09-Sep,79.19,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1546,1546,9/01/2020,2020,09-Sep,-93.38,Restaurants,Citi,Egyptian Grill,Take-Out
1547,1547,1/01/2022,2022,01-Jan,66.26,Shopping,Chase,Amazon,Personal Expenses
1548,1548,8/01/2020,2020,08-Aug,30.71,Restaurants,Citi,Tst Eggroll Cafe,Take-Out
1549,1549,9/01/2021,2021,09-Sep,-37.79,Food & Dining,Citi,GrubHub,Take-Out
1550,1550,3/01/2020,2020,03-Mar,-28.17,Office Supplies,Citi,Staples,Office
1551,1551,10/01/2021,2021,10-Oct,-55.44,Music,Citi,Spotify,Entertainment
1552,1552,9/01/2021,2021,09-Sep,-25.87,Credit Card Payment,Checking,Citi Online Web,Ignore
1553,1553,8/01/2022,2022,08-Aug,-18.08,Uncategorized,Checking,Venmo Cashout Ppd,Uncategorized
1554,1554,3/01/2022,2022,03-Mar,-58.2,Transfer,Checking,Inst Xfer Web,Ignore
1555,1555,4/01/2021,2021,04-Apr,9.42,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1556,1556,11/01/2020,2020,11-Nov,95.58,Food & Dining,Citi,Lord Hobo Brewing Company LLC,Take-Out
1557,1557,8/01/2021,2021,08-Aug,37.54,Alcohol & Bars,Citi,Lord Hobo Brewing Company LLC,Alcohol
1558,1558,10/01/2021,2021,10-Oct,58.54,Credit Card Payment,Citi,Online Thank You,Ignore
1559,1559,2/01/2021,2021,02-Feb,37.65,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1560,1560,7/01/2020,2020,07-Jul,96.39,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1561,1561,9/01/2021,2021,09-Sep,-28.95,Business Services,Citi,LinkedIn,Personal Expenses
1562,1562,1/01/2022,2022,01-Jan,-55.64,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1563,1563,1/01/2022,2022,01-Jan,-84.43,Coffee Shops,Citi,Dunkin Donuts,Coffee
1564,1564,7/01/2021,2021,07-Jul,3.5,Interest Income,STATEMENT SAVINGS,Interest Paid Through,Income
1565,1565,2/01/2021,2021,02-Feb,-21.85,Coffee Shops,Citi,Dunkin Donuts,Coffee
1566,1566,8/01/2022,2022,08-Aug,-66.45,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1567,1567,9/01/2022,2022,09-Sep,61.36,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1568,1568,1/01/2022,2022,01-Jan,13.32,Restaurants,Citi,Tst Eggroll Cafe,Take-Out
1569,1569,5/01/2022,2022,05-May,-58.77,Food & Dining,Citi,GrubHub,Take-Out
1570,1570,1/01/2022,2022,01-Jan,22.24,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1571,1571,12/01/2020,2020,12-Dec,63.14,Restaurants,Citi,Egyptian Grill,Take-Out
1572,1572,9/01/2020,2020,09-Sep,21.64,Books & Supplies,Citi,Chegg Order Ca,Education
1573,1573,12/01/2022,2022,12-Dec,34.56,Shopping,Citi,Amazon,Personal Expenses
1574,1574,12/01/2020,2020,12-Dec,19.29,Income,Checking,Commonwealth Um Payroll,Income
1575,1575,1/01/2022,2022,01-Jan,80.81,Credit Card Payment,Checking,Citi Autopay Web,Ignore
1576,1576,12/01/2022,2022,12-Dec,44.35,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1577,1577,4/01/2020,2020,04-Apr,47.85,Credit Card Payment,Citi,Transfer from CHECKING ACCOUNT,Ignore
1578,1578,10/01/2020,2020,10-Oct,14.61,Restaurants,Citi,Taco Lupita,Take-Out
1579,1579,12/01/2020,2020,12-Dec,-77.33,Coffee Shops,Citi,Dunkin Donuts,Coffee
1580,1580,1/01/2020,2020,01-Jan,38.54,Food & Dining,Checking,Venmo,Take-Out
1581,1581,7/01/2022,2022,07-Jul,-40.33,Food & Dining,Checking,Venmo,Take-Out
1582,1582,3/01/2020,2020,03-Mar,-79.92,Alcohol & Bars,Citi,Back Bay Wine,Alcohol
1583,1583,3/01/2020,2020,03-Mar,58.94,Rental Car & Taxi,Citi,Uber.com,Vacation/Travel
1584,1584,7/01/2022,2022,07-Jul,93.79,Alcohol & Bars,Citi,Bay View Liquor,Alcohol
1585,1585,7/01/2021,2021,07-Jul,-22.67,Food & Dining,Citi,Uber Eats,Take-Out
1586,1586,9/01/2020,2020,09-Sep,13.66,Rental Car & Taxi,Citi,Uber.com,Vacation/Travel
1587,1587,10/01/2020,2020,10-Oct,-36.45,Restaurants,Citi,Tst Flour Farnsworth,Take-Out
1588,1588,12/01/2022,2022,12-Dec,53.02,Rental Car & Taxi,Citi,Uber.com,Vacation/Travel
1589,1589,7/01/2022,2022,07-Jul,16.19,Food & Dining,Citi,Aramark,Take-Out
1590,1590,12/01/2022,2022,12-Dec,-67.93,Restaurants,Citi,Tst Eggroll Cafe,Take-Out
1591,1591,2/01/2020,2020,02-Feb,-54.65,Coffee Shops,Citi,Dunkin Donuts,Coffee
1592,1592,1/01/2022,2022,01-Jan,21.92,Service & Parts,Citi,Toyota,Car Maintenance
1593,1593,12/01/2021,2021,12-Dec,-36.79,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1594,1594,9/01/2022,2022,09-Sep,63.2,Coffee Shops,Citi,Dunkin Donuts,Coffee
1595,1595,9/01/2022,2022,09-Sep,53.54,Restaurants,Citi,Jimmys Pizza Too,Take-Out
1596,1596,3/01/2022,2022,03-Mar,27.73,Shopping,Citi,Amazon,Personal Expenses
1597,1597,8/01/2021,2021,08-Aug,-23.7,Restaurants,Citi,Life Alive,Take-Out
1598,1598,4/01/2021,2021,04-Apr,50.7,Shopping,Citi,Target,Personal Expenses
1599,1599,3/01/2021,2021,03-Mar,-42.09,Fast Food,Citi,Brew'd Awakening Coffeehaus Inc.,Take-Out
1600,1600,11/01/2022,2022,11-Nov,19.31,Restaurants,Citi,Egyptian Grill,Take-Out
1601,1601,6/01/2020,2020,06-Jun,69.12,Food & Dining,Citi,GrubHub,Take-Out
1602,1602,10/01/2021,2021,10-Oct,-91.77,Coffee Shops,Citi,Dunkin Donuts,Coffee
1603,1603,9/01/2022,2022,09-Sep,67.83,Income,Checking,Commonwealth Um Payroll,Income
1604,1604,6/01/2020,2020,06-Jun,-70.09,Income,Checking,Microsoft Edipayment Ppd,Income
1605,1605,11/01/2020,2020,11-Nov,-86.83,Hair,Citi,Prestige,Personal Care
1606,1606,9/01/2022,2022,09-Sep,-77.01,Shopping,Citi,Amazon,Personal Expenses
1607,1607,2/01/2022,2022,02-Feb,40.82,Shopping,Citi,Amazon,Personal Expenses
1608,1608,11/01/2021,2021,11-Nov,-63.59,Coffee Shops,Citi,Dunkin Donuts,Coffee
1609,1609,11/01/2021,2021,11-Nov,55.82,Books,Citi,Audible.com,Education
1610,1610,1/01/2021,2021,01-Jan,14.21,Fast Food,Citi,Pepsi Vending Machine,Take-Out
1611,1611,10/01/2020,2020,10-Oct,-90.51,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1612,1612,2/01/2021,2021,02-Feb,90.54,Hair,Citi,Prestige,Personal Care
1613,1613,7/01/2022,2022,07-Jul,-87.31,Coffee Shops,Citi,Dunkin Donuts,Coffee
1614,1614,8/01/2020,2020,08-Aug,69.86,Hair,Citi,Prestige,Personal Care
1615,1615,10/01/2021,2021,10-Oct,87.91,Restaurants,Citi,Taco Lupita,Take-Out
1616,1616,4/01/2021,2021,04-Apr,42.62,Travel,Citi,Foreign Transaction Fee,Vacation/Travel
1617,1617,10/01/2020,2020,10-Oct,12.81,Coffee Shops,Citi,Dunkin Donuts,Coffee
1618,1618,8/01/2022,2022,08-Aug,98.34,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1619,1619,3/01/2021,2021,03-Mar,88.96,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1620,1620,9/01/2020,2020,09-Sep,0.86,Music,Citi,Spotify,Entertainment
1621,1621,7/01/2022,2022,07-Jul,-67.82,Books & Supplies,Citi,Chegg Order Ca,Education
1622,1622,10/01/2021,2021,10-Oct,-67.53,Credit Card Payment,Checking,Citi Online Web,Ignore
1623,1623,7/01/2022,2022,07-Jul,79.88,Restaurants,Citi,Taco Lupita,Take-Out
1624,1624,8/01/2021,2021,08-Aug,97.69,Clothing,Citi,Nordstrom,Clothing
1625,1625,4/01/2022,2022,04-Apr,-61.86,Restaurants,Citi,Doordash Newtowne Gril,Take-Out
1626,1626,3/01/2022,2022,03-Mar,-66.9,Business Services,Citi,Liberty Bell Roast Beef & Seafood,Personal Expenses
1627,1627,6/01/2020,2020,06-Jun,-54.52,Groceries,Citi,Wine & Spirits,Groceries
1628,1628,11/01/2020,2020,11-Nov,25.71,Credit Card Payment,Citi,Online Thank You,Ignore
1629,1629,8/01/2020,2020,08-Aug,-86.24,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1630,1630,9/01/2022,2022,09-Sep,94.79,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1631,1631,2/01/2020,2020,02-Feb,1.38,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1632,1632,9/01/2021,2021,09-Sep,-69.95,Interest Income,STATEMENT SAVINGS,Interest Paid Through,Income
1633,1633,3/01/2020,2020,03-Mar,82.31,Business Services,Citi,LinkedIn,Personal Expenses
1634,1634,10/01/2021,2021,10-Oct,-64.71,Food & Dining,Citi,CVS,Take-Out
1635,1635,7/01/2020,2020,07-Jul,-74.42,Groceries,Citi,Whole Foods,Groceries
1636,1636,2/01/2020,2020,02-Feb,39.48,Food & Dining,Citi,GrubHub,Take-Out
1637,1637,12/01/2022,2022,12-Dec,-29.58,Restaurants,Citi,Egyptian Grill,Take-Out
1638,1638,4/01/2020,2020,04-Apr,11.94,Alcohol & Bars,Citi,Navy Yard Liquors,Alcohol
1639,1639,11/01/2022,2022,11-Nov,-99.99,Books,Citi,Mcgraw-Hill,Education
1640,1640,11/01/2020,2020,11-Nov,54.48,Income,Checking,Microsoft Edipayment Ppd,Income
1641,1641,3/01/2021,2021,03-Mar,-1.38,Books,Citi,Mcgraw-Hill,Education
1642,1642,11/01/2022,2022,11-Nov,26.44,Furnishings,Citi,Company Store,Household
1643,1643,9/01/2020,2020,09-Sep,-48.71,Restaurants,Citi,Tst Suppa Pizza,Take-Out
1644,1644,7/01/2021,2021,07-Jul,43.74,Restaurants,Citi,Tst Eggroll Cafe,Take-Out
1645,1645,5/01/2022,2022,05-May,-63.77,Business Services,Citi,Liberty Bell Roast Beef & Seafood,Personal Expenses
1646,1646,7/01/2022,2022,07-Jul,73.72,Furnishings,Citi,Company Store,Household
1647,1647,5/01/2021,2021,05-May,73.08,Furnishings,Citi,Company Store,Household
1648,1648,1/01/2020,2020,01-Jan,-39.59,Shopping,Citi,Amazon,Personal Expenses
1649,1649,10/01/2021,2021,10-Oct,51.07,Shopping,Citi,Amazon,Personal Expenses
1650,1650,11/01/2022,2022,11-Nov,49.93,Restaurants,Citi,Au Bon Pain,Take-Out
